locality,locality_detail,bhk,price_lakh,area_sqft,price_per_sqft
Prahlad Nagar,Prahlad Nagar,4.0,271.0,1828.0,7200.0
Prahlad Nagar,Prahlad Nagar,4.0,400.0,4015.0,9963.0
Prahlad Nagar,Prahlad Nagar,4.0,285.0,2651.0,10751.0
Prahlad Nagar,Prahlad Nagar,4.0,271.0,2035.0,7200.0
Prahlad Nagar,Prahlad Nagar,4.0,271.0,1828.0,7200.0
Prahlad Nagar,Prahlad Nagar,4.0,272.0,3777.0,7201.0
Prahlad Nagar,Prahlad Nagar,4.0,240.0,3150.0,7619.0
Prahlad Nagar,Prahlad Nagar,4.0,278.0,2335.0,7400.0
Prahlad Nagar,Prahlad Nagar,4.0,271.0,2075.0,7200.0
Prahlad Nagar,Prahlad Nagar,3.0,200.0,1519.0,9877.0
Prahlad Nagar,Prahlad Nagar,5.0,266.0,3550.0,7493.0
Prahlad Nagar,Prahlad Nagar,3.0,150.0,1193.0,8798.0
Prahlad Nagar,Prahlad Nagar,2.0,95.0,862.0,7600.0
Prahlad Nagar,Prahlad Nagar,4.0,271.0,1940.0,7200.0
Prahlad Nagar,Prahlad Nagar,3.0,155.0,1100.0,8031.0
Prahlad Nagar,Prahlad Nagar,2.0,77.0,800.0,5923.0
Prahlad Nagar,Prahlad Nagar,3.0,215.0,2133.0,10165.0
Prahlad Nagar,Prahlad Nagar,3.0,155.0,204.0,8442.0
Prahlad Nagar,Prahlad Nagar,3.0,135.0,1300.0,6585.0
Prahlad Nagar,Prahlad Nagar,4.0,255.0,1650.0,9273.0
Prahlad Nagar,Prahlad Nagar,3.0,160.0,1710.0,9357.0
Prahlad Nagar,Prahlad Nagar,4.0,271.0,2075.0,7200.0
Prahlad Nagar,Prahlad Nagar,4.0,320.0,2394.0,9357.0
Prahlad Nagar,Prahlad Nagar,4.0,271.0,1981.0,7200.0
Prahlad Nagar,Prahlad Nagar,3.0,125.0,1282.0,6823.0
Prahlad Nagar,Prahlad Nagar,3.0,135.0,1298.0,6238.0
Prahlad Nagar,Prahlad Nagar,4.0,269.0,2201.0,7912.0
Prahlad Nagar,Prahlad Nagar,3.0,185.0,1306.0,9204.0
Prahlad Nagar,Prahlad Nagar,4.0,271.0,1828.0,7200.0
Prahlad Nagar,Prahlad Nagar,3.0,205.0,1436.0,8296.0
Prahlad Nagar,Prahlad Nagar,4.0,450.0,400.0,12500.0
Prahlad Nagar,Prahlad Nagar,3.0,165.0,1120.0,8296.0
Prahlad Nagar,Prahlad Nagar,4.0,205.0,2448.0,8374.0
Prahlad Nagar,Prahlad Nagar,3.0,150.0,1705.0,8798.0
Prahlad Nagar,Prahlad Nagar,3.0,190.0,1540.0,8636.0
Prahlad Nagar,Prahlad Nagar,3.0,110.0,1593.0,6905.0
Prahlad Nagar,Prahlad Nagar,3.0,110.0,1705.0,6452.0
Prahlad Nagar,Prahlad Nagar,3.0,150.0,1023.0,8798.0
Prahlad Nagar,Prahlad Nagar,2.0,75.8,1368.0,5541.0
Prahlad Nagar,Prahlad Nagar,3.0,155.0,2050.0,7561.0
Prahlad Nagar,Prahlad Nagar,3.0,175.0,1989.0,8798.0
Prahlad Nagar,Prahlad Nagar,3.0,170.0,2050.0,8293.0
Prahlad Nagar,Prahlad Nagar,2.0,75.0,750.0,6944.0
Prahlad Nagar,Prahlad Nagar,3.0,170.0,1220.0,9038.0
Prahlad Nagar,Prahlad Nagar,3.0,112.0,1818.0,6161.0
Prahlad Nagar,Prahlad Nagar,3.0,120.0,1174.0,7151.0
Prahlad Nagar,Prahlad Nagar,2.0,68.0,1050.0,6476.0
Prahlad Nagar,Prahlad Nagar,3.0,155.0,1200.0,8031.0
Prahlad Nagar,Prahlad Nagar,3.0,107.0,1440.0,7431.0
Prahlad Nagar,Prahlad Nagar,3.0,110.0,1440.0,7639.0
Prahlad Nagar,Prahlad Nagar,4.0,360.0,4077.0,8830.0
Prahlad Nagar,Prahlad Nagar,3.0,175.0,2010.0,8706.0
Prahlad Nagar,Prahlad Nagar,2.0,55.0,1017.0,5408.0
Prahlad Nagar,Prahlad Nagar,3.0,110.0,1134.0,6790.0
Prahlad Nagar,Prahlad Nagar,3.0,125.0,1050.0,7440.0
Prahlad Nagar,Prahlad Nagar,2.0,77.5,731.0,8867.0
Prahlad Nagar,Prahlad Nagar,2.0,66.0,1200.0,5893.0
Prahlad Nagar,Prahlad Nagar,3.0,110.0,1678.0,6555.0
Prahlad Nagar,Prahlad Nagar,3.0,95.0,1450.0,6552.0
Prahlad Nagar,Prahlad Nagar,3.0,98.0,1440.0,6806.0
Prahlad Nagar,Prahlad Nagar,3.0,135.0,1400.0,7714.0
Prahlad Nagar,Prahlad Nagar,2.0,59.0,900.0,6211.0
Prahlad Nagar,Prahlad Nagar,1.0,16.0,600.0,2500.0
Prahlad Nagar,Prahlad Nagar,2.0,76.0,1070.0,7103.0
Prahlad Nagar,Prahlad Nagar,3.0,92.0,1485.0,6195.0
Prahlad Nagar,Prahlad Nagar,2.0,54.0,1080.0,5000.0
Prahlad Nagar,Prahlad Nagar,4.0,190.0,2505.0,7585.0
Prahlad Nagar,Prahlad Nagar,2.0,65.0,1050.0,6190.0
Prahlad Nagar,Prahlad Nagar,3.0,82.0,1415.0,4925.0
Prahlad Nagar,Prahlad Nagar,3.0,125.0,1665.0,7508.0
Prahlad Nagar,Prahlad Nagar,3.0,99.0,1818.0,5448.0
Prahlad Nagar,Prahlad Nagar,3.0,155.0,1930.0,8031.0
Prahlad Nagar,Prahlad Nagar,3.0,110.0,1665.0,6607.0
Prahlad Nagar,Prahlad Nagar,2.0,47.0,756.0,4352.0
Prahlad Nagar,Prahlad Nagar,4.0,400.0,4015.0,13267.0
Prahlad Nagar,Prahlad Nagar,3.0,215.0,2052.0,10478.0
Prahlad Nagar,Prahlad Nagar,4.0,275.0,2402.0,8013.0
Prahlad Nagar,Prahlad Nagar,4.0,256.0,3772.0,6800.0
Prahlad Nagar,Prahlad Nagar,4.0,250.0,2727.0,9168.0
Prahlad Nagar,Prahlad Nagar,2.0,75.0,990.0,5787.0
Prahlad Nagar,Prahlad Nagar,3.0,322.0,1337.0,13251.0
Prahlad Nagar,Prahlad Nagar,4.0,350.0,3800.0,9211.0
Prahlad Nagar,Prahlad Nagar,4.0,338.0,2242.0,8300.0
Prahlad Nagar,Prahlad Nagar,4.0,265.0,2200.0,7721.0
Prahlad Nagar,Prahlad Nagar,3.0,132.0,1080.0,6893.0
Prahlad Nagar,Prahlad Nagar,3.0,140.0,1746.0,8018.0
Prahlad Nagar,Prahlad Nagar,4.0,400.0,4015.0,13267.0
Prahlad Nagar,Prahlad Nagar,3.0,215.0,2052.0,10478.0
Prahlad Nagar,Prahlad Nagar,4.0,275.0,2402.0,8013.0
Prahlad Nagar,Prahlad Nagar,4.0,256.0,3772.0,6800.0
Prahlad Nagar,Prahlad Nagar,4.0,250.0,2727.0,9168.0
Prahlad Nagar,Prahlad Nagar,2.0,75.0,990.0,5787.0
Prahlad Nagar,Prahlad Nagar,3.0,322.0,1337.0,13251.0
Prahlad Nagar,Prahlad Nagar,4.0,350.0,3800.0,9211.0
Prahlad Nagar,Prahlad Nagar,4.0,338.0,2242.0,8300.0
Prahlad Nagar,Prahlad Nagar,4.0,265.0,2200.0,7721.0
Prahlad Nagar,Prahlad Nagar,3.0,132.0,1080.0,6893.0
Prahlad Nagar,Prahlad Nagar,3.0,140.0,1746.0,8018.0
Prahlad Nagar,Prahlad Nagar,3.0,160.0,1311.0,7323.0
Prahlad Nagar,Prahlad Nagar,2.0,75.0,840.0,5357.0
Prahlad Nagar,Prahlad Nagar,4.0,180.0,1401.0,7353.0
Prahlad Nagar,Prahlad Nagar,4.0,255.0,1595.0,9273.0
Prahlad Nagar,Prahlad Nagar,1.0,38.0,650.0,5846.0
Prahlad Nagar,Prahlad Nagar,3.0,125.0,1400.0,7937.0
Prahlad Nagar,Prahlad Nagar,3.0,115.0,1715.0,6706.0
Prahlad Nagar,Prahlad Nagar,3.0,90.0,1485.0,6061.0
Prahlad Nagar,Prahlad Nagar,3.0,125.0,1102.0,7937.0
Prahlad Nagar,Prahlad Nagar,3.0,93.0,1165.0,5586.0
Prahlad Nagar,Prahlad Nagar,5.0,220.0,3275.0,6718.0
Prahlad Nagar,Prahlad Nagar,3.0,190.0,2200.0,8636.0
Prahlad Nagar,Prahlad Nagar,4.0,255.0,1665.0,9273.0
Prahlad Nagar,Prahlad Nagar,4.0,310.0,3800.0,8158.0
Prahlad Nagar,Prahlad Nagar,2.0,62.0,900.0,6561.0
Prahlad Nagar,Prahlad Nagar,4.0,365.0,2145.0,9359.0
Prahlad Nagar,Prahlad Nagar,3.0,151.0,1620.0,9321.0
Prahlad Nagar,Prahlad Nagar,4.0,400.0,4015.0,13267.0
Prahlad Nagar,Prahlad Nagar,3.0,215.0,2052.0,10478.0
Prahlad Nagar,Prahlad Nagar,4.0,275.0,2402.0,8013.0
Prahlad Nagar,Prahlad Nagar,4.0,256.0,3772.0,6800.0
Prahlad Nagar,Prahlad Nagar,4.0,250.0,2727.0,9168.0
Prahlad Nagar,Prahlad Nagar,2.0,75.0,990.0,5787.0
Prahlad Nagar,Prahlad Nagar,3.0,322.0,1337.0,13251.0
Prahlad Nagar,Prahlad Nagar,4.0,350.0,3800.0,9211.0
Prahlad Nagar,Prahlad Nagar,4.0,338.0,2242.0,8300.0
Prahlad Nagar,Prahlad Nagar,4.0,265.0,2200.0,7721.0
Prahlad Nagar,Prahlad Nagar,3.0,132.0,1080.0,6893.0
Prahlad Nagar,Prahlad Nagar,3.0,140.0,1746.0,8018.0
Prahlad Nagar,Prahlad Nagar,3.0,160.0,1311.0,7323.0
Prahlad Nagar,Prahlad Nagar,2.0,75.0,840.0,5357.0
Prahlad Nagar,Prahlad Nagar,4.0,180.0,1401.0,7353.0
Prahlad Nagar,Prahlad Nagar,4.0,255.0,1595.0,9273.0
Prahlad Nagar,Prahlad Nagar,1.0,38.0,650.0,5846.0
Prahlad Nagar,Prahlad Nagar,3.0,125.0,1400.0,7937.0
Prahlad Nagar,Prahlad Nagar,3.0,115.0,1715.0,6706.0
Prahlad Nagar,Prahlad Nagar,3.0,90.0,1485.0,6061.0
Prahlad Nagar,Prahlad Nagar,3.0,125.0,1102.0,7937.0
Prahlad Nagar,Prahlad Nagar,3.0,93.0,1165.0,5586.0
Prahlad Nagar,Prahlad Nagar,5.0,220.0,3275.0,6718.0
Prahlad Nagar,Prahlad Nagar,3.0,190.0,2200.0,8636.0
Prahlad Nagar,Prahlad Nagar,4.0,255.0,1665.0,9273.0
Prahlad Nagar,Prahlad Nagar,4.0,310.0,3800.0,8158.0
Prahlad Nagar,Prahlad Nagar,2.0,62.0,900.0,6561.0
Prahlad Nagar,Prahlad Nagar,4.0,365.0,2145.0,9359.0
Prahlad Nagar,Prahlad Nagar,3.0,151.0,1620.0,9321.0
Bopal,Bopal,3.0,87.0,1850.0,4703.0
Bopal,Bopal,5.0,345.0,2866.0,6654.0
Bopal,Bopal,3.0,78.6,1725.0,4558.0
Bopal,Bopal,3.0,76.5,1750.0,4371.0
Bopal,Bopal,3.0,133.0,1283.0,5500.0
Bopal,Bopal,5.0,253.0,2535.0,5500.0
Bopal,Bopal,5.0,253.0,2535.0,5500.0
Bopal,Bopal,4.0,259.0,2114.0,6750.0
Bopal,Bopal,4.0,237.0,2097.0,6000.0
Bopal,Bopal,3.0,61.6,925.0,3600.0
Bopal,Bopal,4.0,120.0,2700.0,4480.0
Bopal,Bopal,3.0,84.0,1750.0,4800.0
Bopal,Bopal,4.0,267.0,2097.0,6750.0
Bopal,Bopal,3.0,133.0,1283.0,5500.0
Bopal,Bopal,4.0,230.0,2900.0,7797.0
Bopal,Bopal,3.0,71.8,1795.0,4000.0
Bopal,Bopal,3.0,80.0,968.0,4457.0
Bopal,Bopal,5.0,270.0,5405.0,5000.0
Bopal,Bopal,3.0,145.0,1283.0,6000.0
Bopal,Bopal,4.0,217.0,2097.0,5500.0
Bopal,Bopal,3.0,89.0,965.0,5071.0
Bopal,Bopal,3.0,145.0,1290.0,7305.0
Bopal,Bopal,4.0,268.0,2145.0,6872.0
Bopal,Bopal,4.0,217.0,2097.0,5500.0
Bopal,Bopal,2.0,57.4,757.0,4100.0
Bopal,Bopal,4.0,306.0,1700.0,9500.0
Bopal,Bopal,3.0,85.0,1795.0,4735.0
Bopal,Bopal,4.0,210.0,2100.0,5850.0
Bopal,Bopal,3.0,78.0,1017.0,4216.0
Bopal,Bopal,3.0,80.0,1061.0,4522.0
Bopal,Bopal,4.0,450.0,3000.0,7640.0
Bopal,Bopal,2.0,45.7,699.0,3600.0
Bopal,Bopal,3.0,79.6,973.0,4500.0
Bopal,Bopal,3.0,89.1,968.0,5075.0
Bopal,Bopal,3.0,78.3,802.0,5118.0
Bopal,Bopal,2.0,56.3,737.0,4400.0
Bopal,Bopal,3.0,79.6,973.0,4500.0
Bopal,Bopal,3.0,73.0,962.0,4011.0
Bopal,Bopal,3.0,66.4,1795.0,3700.0
Bopal,Bopal,2.0,46.4,710.0,3600.0
Bopal,Bopal,3.0,103.0,973.0,5873.0
Bopal,Bopal,3.0,101.0,1184.0,5969.0
Bopal,Bopal,3.0,68.0,836.0,4722.0
Bopal,Bopal,4.0,235.0,4200.0,5595.0
Bopal,Bopal,3.0,97.3,973.0,5500.0
Bopal,Bopal,3.0,88.5,973.0,5000.0
Bopal,Bopal,3.0,76.0,867.0,4903.0
Bopal,Bopal,3.0,71.0,1590.0,4465.0
Bopal,Bopal,2.0,60.0,535.0,7843.0
Bopal,Bopal,3.0,87.0,1435.0,6063.0
Bopal,Bopal,3.0,85.0,1435.0,5923.0
Bopal,Bopal,4.0,225.0,2610.0,8621.0
Bopal,Bopal,3.0,98.0,969.0,7076.0
Bopal,Bopal,3.0,250.0,2220.0,11261.0
Bopal,Bopal,4.0,132.0,1815.0,4000.0
Bopal,Bopal,3.0,145.0,1300.0,6988.0
Bopal,Bopal,3.0,75.0,1500.0,5000.0
Bopal,Bopal,3.0,65.0,910.0,4377.0
Bopal,Bopal,3.0,90.0,914.0,5014.0
Bopal,Bopal,3.0,75.0,1450.0,5172.0
Bopal,Bopal,3.0,72.6,1080.0,3723.0
Bopal,Bopal,3.0,85.0,850.0,5862.0
Bopal,Bopal,3.0,77.9,968.0,4450.0
Bopal,Bopal,4.0,238.0,2114.0,6200.0
Bopal,Bopal,3.0,104.0,973.0,5900.0
Bopal,Bopal,3.0,70.0,1700.0,4118.0
Bopal,Bopal,4.0,192.0,2200.0,5000.0
Bopal,Bopal,4.0,410.0,1980.0,9350.0
Bopal,Bopal,3.0,96.0,812.0,6553.0
Bopal,Bopal,3.0,73.0,1880.0,3883.0
Bopal,Bopal,4.0,148.0,1918.0,4485.0
Bopal,Bopal,2.0,58.0,616.0,5179.0
Bopal,Bopal,3.0,90.0,880.0,5625.0
Bopal,Bopal,2.0,46.4,1080.0,4300.0
Bopal,Bopal,2.0,68.0,888.0,5359.0
Bopal,Bopal,3.0,200.0,1365.0,10256.0
Bopal,Bopal,3.0,110.0,1200.0,5314.0
Bopal,Bopal,3.0,86.0,1750.0,8884.0
Bopal,Bopal,3.0,69.0,1755.0,3932.0
Bopal,Bopal,4.0,244.0,2114.0,6346.0
Bopal,Bopal,3.0,85.0,968.0,4857.0
Bopal,Bopal,3.0,145.0,1151.0,7305.0
Bopal,Bopal,4.0,250.0,1800.0,9009.0
Bopal,Bopal,4.0,180.0,3300.0,5455.0
Bopal,Bopal,4.0,265.0,3800.0,6974.0
Bopal,Bopal,2.0,61.0,680.0,5083.0
Bopal,Bopal,3.0,150.0,2214.0,6775.0
Bopal,Bopal,3.0,75.0,797.0,5172.0
Bopal,Bopal,3.0,90.0,1655.0,5438.0
Bopal,Bopal,4.0,216.0,1968.0,6100.0
Bopal,Bopal,3.0,160.0,2200.0,7273.0
Bopal,Bopal,2.0,68.0,738.0,5342.0
Bopal,Bopal,3.0,70.0,968.0,3989.0
Bopal,Bopal,5.0,451.0,3260.0,8032.0
Bopal,Bopal,3.0,130.0,1231.0,6500.0
Bopal,Bopal,3.0,125.0,1746.0,7159.0
Bopal,Bopal,4.0,400.0,4000.0,10000.0
Bopal,Bopal,3.0,270.0,1455.0,11134.0
Bopal,Bopal,2.0,59.0,1200.0,4917.0
Bopal,Bopal,3.0,89.5,1008.0,6216.0
Bopal,Bopal,4.0,196.0,1936.0,5485.0
Bopal,Bopal,3.0,150.0,2214.0,6775.0
Bopal,Bopal,3.0,75.0,1435.0,5226.0
Bopal,Bopal,3.0,150.0,1755.0,8547.0
Bopal,Bopal,3.0,106.0,1830.0,5792.0
Bopal,Bopal,3.0,90.0,1210.0,4091.0
Bopal,Bopal,3.0,80.0,900.0,5161.0
Bopal,Bopal,4.0,250.0,2175.0,7812.0
Bopal,Bopal,2.0,68.0,1273.0,5342.0
Bopal,Bopal,2.0,90.0,752.0,6429.0
Bopal,Bopal,3.0,85.0,1795.0,4735.0
Bopal,Bopal,4.0,260.0,2610.0,9962.0
Bopal,Bopal,2.0,48.0,1200.0,4000.0
Bopal,Bopal,3.0,82.0,968.0,4824.0
Bopal,Bopal,2.0,69.0,700.0,5391.0
Bopal,Bopal,4.0,132.0,1900.0,4000.0
Bopal,Bopal,3.0,77.0,1490.0,5168.0
Bopal,Bopal,2.0,75.0,830.0,5703.0
Bopal,Bopal,4.0,163.0,2960.0,5507.0
Bopal,Bopal,4.0,173.0,2114.0,4500.0
