locality,locality_detail,bhk,price_lakh,area_sqft,price_per_sqft
Naranpura,Naranpura,3.0,107.0,1040.0,5661.0
Naranpura,Naranpura,3.0,132.0,1009.0,6984.0
Naranpura,Naranpura,2.0,75.0,1000.0,5357.0
Naranpura,Naranpura,3.0,170.0,1177.0,8665.0
Naranpura,Naranpura,4.0,207.0,1749.0,6520.0
Naranpura,Naranpura,4.0,250.0,1749.0,7862.0
Naranpura,Naranpura,3.0,77.0,900.0,6417.0
Naranpura,Naranpura,3.0,130.0,1009.0,6878.0
Naranpura,Naranpura,3.0,126.0,999.0,6956.0
Naranpura,Naranpura,3.0,107.0,1040.0,5661.0
Naranpura,Naranpura,4.0,204.0,3130.0,6518.0
Naranpura,Naranpura,4.0,76.0,1430.0,5315.0
Naranpura,Naranpura,3.0,150.0,1003.0,8971.0
Naranpura,Naranpura,3.0,146.0,1164.0,6921.0
Naranpura,Naranpura,3.0,103.0,998.0,5675.0
Naranpura,Naranpura,3.0,119.0,1158.0,5651.0
Naranpura,Naranpura,3.0,148.0,1132.0,6994.0
Naranpura,Naranpura,3.0,150.0,1164.0,7109.0
Naranpura,Naranpura,3.0,135.0,1107.0,5769.0
Naranpura,Naranpura,3.0,300.0,2705.0,11091.0
Naranpura,Naranpura,3.0,122.0,1147.0,6400.0
Naranpura,Naranpura,4.0,222.0,1749.0,7000.0
Naranpura,Naranpura,3.0,140.0,910.0,7977.0
Naranpura,Naranpura,3.0,146.0,1132.0,6900.0
Naranpura,Naranpura,3.0,140.0,1237.0,6250.0
Naranpura,Naranpura,4.0,211.0,2705.0,7800.0
Naranpura,Naranpura,3.0,127.0,999.0,7025.0
Naranpura,Naranpura,3.0,120.0,1164.0,5671.0
Naranpura,Naranpura,3.0,107.0,1040.0,5661.0
Naranpura,Naranpura,3.0,132.0,1009.0,6984.0
Naranpura,Naranpura,2.0,75.0,1000.0,5357.0
Naranpura,Naranpura,3.0,170.0,1177.0,8665.0
Naranpura,Naranpura,4.0,207.0,1749.0,6520.0
Naranpura,Naranpura,4.0,250.0,1749.0,7862.0
Naranpura,Naranpura,3.0,77.0,900.0,6417.0
Naranpura,Naranpura,3.0,130.0,1009.0,6878.0
Naranpura,Naranpura,3.0,126.0,999.0,6956.0
Naranpura,Naranpura,3.0,107.0,1040.0,5661.0
Naranpura,Naranpura,4.0,204.0,3130.0,6518.0
Naranpura,Naranpura,4.0,76.0,1430.0,5315.0
Naranpura,Naranpura,3.0,150.0,1003.0,8971.0
Chandkheda,Chandkheda,3.0,66.1,900.0,3949.0
Chandkheda,Chandkheda,2.0,59.0,850.0,4521.0
Chandkheda,Chandkheda,3.0,75.9,902.0,4600.0
Chandkheda,Chandkheda,3.0,73.5,1039.0,3888.0
Chandkheda,Chandkheda,2.0,65.0,825.0,5118.0
Chandkheda,Chandkheda,4.0,192.0,411.0,5200.0
Chandkheda,Chandkheda,3.0,82.0,1071.0,5359.0
Chandkheda,Chandkheda,3.0,71.4,1039.0,3777.0
Chandkheda,Chandkheda,4.0,375.0,3150.0,8333.0
Chandkheda,Chandkheda,2.0,66.0,825.0,5197.0
Chandkheda,Chandkheda,3.0,150.0,1287.0,6410.0
Chandkheda,Chandkheda,2.0,65.0,1270.0,5118.0
Chandkheda,Chandkheda,3.0,87.0,900.0,5649.0
Chandkheda,Chandkheda,3.0,100.0,1512.0,6614.0
Chandkheda,Chandkheda,2.0,58.0,945.0,4296.0
Chandkheda,Chandkheda,2.0,57.0,1260.0,4524.0
Chandkheda,Chandkheda,3.0,86.0,1850.0,3822.0
Chandkheda,Chandkheda,1.0,35.0,800.0,3889.0
Chandkheda,Chandkheda,3.0,86.0,1260.0,4778.0
Chandkheda,Chandkheda,3.0,80.0,1899.0,4213.0
Chandkheda,Chandkheda,3.0,96.0,1400.0,4539.0
Chandkheda,Chandkheda,3.0,99.8,1500.0,4719.0
Chandkheda,Chandkheda,3.0,155.0,1700.0,5439.0
Chandkheda,Chandkheda,4.0,175.0,250.0,4630.0
Chandkheda,Chandkheda,2.0,46.0,906.0,5077.0
Chandkheda,Chandkheda,4.0,225.0,360.0,6944.0
Chandkheda,Chandkheda,3.0,100.0,1058.0,5669.0
Chandkheda,Chandkheda,3.0,80.0,1485.0,5387.0
Chandkheda,Chandkheda,4.0,153.0,3222.0,4749.0
Chandkheda,Chandkheda,3.0,120.0,1890.0,6349.0
Chandkheda,Chandkheda,2.0,70.0,1125.0,6222.0
Chandkheda,Chandkheda,2.0,60.0,1035.0,5797.0
Chandkheda,Chandkheda,3.0,73.0,1548.0,4716.0
Chandkheda,Chandkheda,3.0,200.0,2900.0,6897.0
Chandkheda,Chandkheda,3.0,95.0,860.0,7132.0
Chandkheda,Chandkheda,3.0,64.0,1836.0,3486.0
Chandkheda,Chandkheda,3.0,85.0,1100.0,7727.0
Chandkheda,Chandkheda,3.0,55.0,1000.0,3754.0
Chandkheda,Chandkheda,3.0,67.5,1935.0,3488.0
Chandkheda,Chandkheda,3.0,65.0,1890.0,3439.0
Chandkheda,Chandkheda,3.0,65.0,210.0,3439.0
Chandkheda,Chandkheda,3.0,70.0,202.0,3850.0
Chandkheda,Chandkheda,3.0,74.0,970.0,5374.0
Chandkheda,Chandkheda,2.0,58.5,1098.0,5328.0
Chandkheda,Chandkheda,2.0,55.0,1107.0,4968.0
Chandkheda,Chandkheda,3.0,90.0,1431.0,6289.0
Chandkheda,Chandkheda,4.0,125.0,300.0,4630.0
Chandkheda,Chandkheda,3.0,67.0,1440.0,4653.0
Chandkheda,Chandkheda,3.0,85.0,1494.0,5689.0
Chandkheda,Chandkheda,3.0,78.0,1800.0,4333.0
Chandkheda,Chandkheda,2.0,57.5,1278.0,4122.0
Chandkheda,Chandkheda,2.0,49.0,999.0,4905.0
Chandkheda,Chandkheda,2.0,57.0,690.0,4872.0
Chandkheda,Chandkheda,3.0,75.0,1544.0,4858.0
Chandkheda,Chandkheda,3.0,80.0,877.0,5926.0
Chandkheda,Chandkheda,3.0,64.3,1070.0,3486.0
Chandkheda,Chandkheda,1.0,35.0,774.0,4522.0
Chandkheda,Chandkheda,3.0,100.0,1241.0,5640.0
Chandkheda,Chandkheda,2.0,50.0,770.0,4545.0
Chandkheda,Chandkheda,2.0,48.0,612.0,7843.0
Chandkheda,Chandkheda,2.0,90.0,3200.0,2812.0
Chandkheda,Chandkheda,3.0,100.0,1211.0,5368.0
Chandkheda,Chandkheda,3.0,78.0,1530.0,5098.0
Chandkheda,Chandkheda,3.0,80.0,900.0,4678.0
Chandkheda,Chandkheda,1.0,32.0,700.0,4571.0
Chandkheda,Chandkheda,2.0,52.0,1260.0,4127.0
Chandkheda,Chandkheda,2.0,51.0,1080.0,4722.0
Chandkheda,Chandkheda,2.0,85.0,850.0,6641.0
Chandkheda,Chandkheda,2.0,65.0,1020.0,4458.0
Chandkheda,Chandkheda,3.0,86.0,1600.0,5375.0
Chandkheda,Chandkheda,3.0,70.0,995.0,5102.0
Chandkheda,Chandkheda,2.0,50.0,750.0,4167.0
Chandkheda,Chandkheda,2.0,63.0,1250.0,5040.0
Chandkheda,Chandkheda,3.0,78.0,1080.0,4333.0
Chandkheda,Chandkheda,2.0,52.0,1080.0,4815.0
Chandkheda,Chandkheda,2.0,44.0,950.0,3729.0
Chandkheda,Chandkheda,2.0,65.0,960.0,5015.0
Chandkheda,Chandkheda,2.0,70.0,1250.0,4444.0
Chandkheda,Chandkheda,3.0,125.0,1890.0,6614.0
Chandkheda,Chandkheda,3.0,135.0,2565.0,5263.0
Chandkheda,Chandkheda,2.0,44.0,1098.0,4007.0
Chandkheda,Chandkheda,2.0,45.0,1206.0,3731.0
Chandkheda,Chandkheda,3.0,85.0,1104.0,4607.0
Chandkheda,Chandkheda,2.0,55.0,1100.0,5000.0
Chandkheda,Chandkheda,2.0,47.0,1188.0,3956.0
Chandkheda,Chandkheda,2.0,45.0,1215.0,3704.0
Chandkheda,Chandkheda,3.0,105.0,2005.0,5237.0
Chandkheda,Chandkheda,2.0,44.0,693.0,4444.0
Chandkheda,Chandkheda,1.0,30.0,560.0,3797.0
Chandkheda,Chandkheda,2.0,66.5,1215.0,5115.0
Chandkheda,Chandkheda,1.0,30.0,675.0,4444.0
Chandkheda,Chandkheda,2.0,55.0,559.0,9839.0
Chandkheda,Chandkheda,2.0,58.0,1080.0,5370.0
Chandkheda,Chandkheda,3.0,110.0,281.0,4350.0
Chandkheda,Chandkheda,1.0,29.0,774.0,3747.0
Chandkheda,Chandkheda,2.0,50.0,806.0,4340.0
Chandkheda,Chandkheda,2.0,50.0,1206.0,4146.0
Chandkheda,Chandkheda,2.0,68.5,1197.0,5723.0
Chandkheda,Chandkheda,3.0,112.0,2115.0,5296.0
Chandkheda,Chandkheda,2.0,45.0,667.0,6747.0
Chandkheda,Chandkheda,2.0,66.5,1300.0,5473.0
Nikol,Nikol,3.0,82.8,230.0,4000.0
Nikol,Nikol,2.0,50.0,878.0,3984.0
Nikol,Nikol,2.0,38.5,980.0,3929.0
Nikol,Nikol,1.0,24.0,720.0,3333.0
Nikol,Nikol,1.0,35.0,864.0,4051.0
Nikol,Nikol,1.0,31.5,550.0,5729.0
Nikol,Nikol,1.0,23.0,756.0,3042.0
Nikol,Nikol,2.0,43.0,1215.0,4778.0
Nikol,Nikol,3.0,107.0,1080.0,5152.0
Nikol,Nikol,1.0,28.5,252.0,11310.0
Nikol,Nikol,2.0,53.5,950.0,4308.0
Nikol,Nikol,4.0,160.0,2025.0,4741.0
Nikol,Nikol,2.0,80.0,665.0,5333.0
Nikol,Nikol,3.0,75.0,1680.0,4464.0
Nikol,Nikol,1.0,30.0,795.0,3774.0
Nikol,Nikol,3.0,65.0,1440.0,4514.0
Nikol,Nikol,4.0,130.0,1719.0,7563.0
Nikol,Nikol,2.0,48.0,1152.0,4167.0
Nikol,Nikol,3.0,70.0,1620.0,4321.0
Nikol,Nikol,2.0,50.0,850.0,5882.0
Nikol,Nikol,1.0,26.5,485.0,3825.0
Nikol,Nikol,2.0,55.0,1000.0,4231.0
Nikol,Nikol,2.0,45.0,1314.0,3425.0
Nikol,Nikol,4.0,260.0,518.0,5577.0
Nikol,Nikol,3.0,90.0,1800.0,5000.0
Nikol,Nikol,2.0,78.0,1386.0,3939.0
Nikol,Nikol,2.0,40.0,857.0,3265.0
Nikol,Nikol,2.0,55.0,920.0,4186.0
Nikol,Nikol,2.0,45.0,1200.0,3750.0
Nikol,Nikol,2.0,40.0,981.0,4077.0
Nikol,Nikol,2.0,55.0,810.0,4101.0
Nikol,Nikol,2.0,47.0,800.0,4178.0
Nikol,Nikol,2.0,30.0,900.0,3333.0
Nikol,Nikol,1.0,27.0,576.0,3750.0
Nikol,Nikol,2.0,55.0,977.0,3772.0
Nikol,Nikol,2.0,43.0,900.0,3413.0
Nikol,Nikol,3.0,100.0,1449.0,4831.0
Nikol,Nikol,2.0,52.0,1150.0,4522.0
Nikol,Nikol,3.0,95.0,1044.0,5075.0
Nikol,Nikol,2.0,42.0,650.0,6462.0
Nikol,Nikol,4.0,315.0,2835.0,7778.0
Nikol,Nikol,1.0,26.0,729.0,3567.0
Nikol,Nikol,1.0,25.6,756.0,3386.0
Nikol,Nikol,2.0,42.0,650.0,3889.0
Nikol,Nikol,3.0,80.0,831.0,9627.0
Nikol,Nikol,2.0,48.5,1000.0,3992.0
Nikol,Nikol,1.0,26.0,702.0,3704.0
Nikol,Nikol,3.0,55.0,1134.0,3395.0
Nikol,Nikol,3.0,71.0,1486.0,3343.0
Nikol,Nikol,3.0,82.0,1518.0,3781.0
Nikol,Nikol,3.0,80.0,2223.0,3599.0
Nikol,Nikol,2.0,53.0,982.0,3775.0
Nikol,Nikol,1.0,29.0,775.0,3742.0
Nikol,Nikol,2.0,37.5,927.0,4046.0
Nikol,Nikol,2.0,49.1,691.0,4263.0
Nikol,Nikol,1.0,24.0,702.0,3419.0
Nikol,Nikol,3.0,80.0,1222.0,4582.0
Nikol,Nikol,1.0,24.5,560.0,3101.0
Nikol,Nikol,4.0,135.0,1422.0,5556.0
Nikol,Nikol,2.0,37.0,521.0,6560.0
Nikol,Nikol,2.0,40.0,900.0,4444.0
Nikol,Nikol,1.0,25.5,720.0,3542.0
Nikol,Nikol,2.0,38.0,738.0,4099.0
Nikol,Nikol,3.0,58.0,1060.0,4427.0
Nikol,Nikol,2.0,55.0,1760.0,3134.0
Nikol,Nikol,3.0,87.0,1354.0,4496.0
Nikol,Nikol,2.0,55.0,898.0,6125.0
Nikol,Nikol,3.0,120.0,256.0,5208.0
Nikol,Nikol,3.0,99.0,235.0,4681.0
Nikol,Nikol,3.0,75.0,1176.0,4464.0
Nikol,Nikol,2.0,41.0,912.0,3374.0
Nikol,Nikol,4.0,135.0,204.0,3927.0
Nikol,Nikol,2.0,67.0,885.0,4136.0
Nikol,Nikol,3.0,120.0,308.0,4329.0
Khodiyar Nagar,Propus Clara,4.0,138.0,412.0,3741.0
Khodiyar Nagar,Propus Clara,4.0,137.0,412.0,3704.0
Khodiyar Nagar,Propus Clara,4.0,136.0,412.0,3668.0
Khodiyar Nagar,Propus Clara,3.0,103.0,307.0,3729.0
Khodiyar Nagar,Propus Clara,3.0,102.0,307.0,3692.0
Khodiyar Nagar,Propus Clara,3.0,101.0,307.0,3655.0
Khodiyar Nagar,Raghuleela Residency,2.0,39.6,740.0,2574.0
Khodiyar Nagar,Radheshyam Sahitya Hills,3.0,70.0,1575.0,4444.0
Khodiyar Nagar,Madhav Pranami Bunglows,3.0,185.0,1089.0,16988.0
Khodiyar Nagar,Jay Residency,2.0,34.5,1107.0,3117.0
Khodiyar Nagar,Naiya Apartments,2.0,42.0,1080.0,3889.0
Khodiyar Nagar,Khodiyar Nagar,3.0,82.8,230.0,4000.0
Khodiyar Nagar,Swagat Parishram,3.0,155.0,2196.0,7100.0
Khodiyar Nagar,Omkar Elegance,3.0,70.7,850.0,4202.0
Khodiyar Nagar,Radheshyam Radhika Vihar,2.0,54.0,774.0,4545.0
Khodiyar Nagar,Suryam Elegance,2.0,40.0,680.0,4233.0
Khodiyar Nagar,Suryam Ananta,3.0,70.0,817.0,6135.0
Khodiyar Nagar,Suryam Elegance,2.0,38.0,645.0,5000.0
Science City,Science City,3.0,181.0,1400.0,6500.0
Science City,Science City,4.0,245.0,2491.0,6500.0
Science City,Science City,2.0,68.7,1386.0,4953.0
Science City,Science City,4.0,277.0,242.0,7000.0
Science City,Science City,4.0,291.0,2073.0,6333.0
Science City,Science City,4.0,291.0,2534.0,6334.0
Science City,Science City,4.0,225.0,1663.0,6765.0
Science City,Science City,4.0,260.0,2145.0,6766.0
Science City,Science City,4.0,323.0,272.0,7268.0
Science City,Science City,3.0,120.0,1800.0,6667.0
Science City,Science City,2.0,48.0,1035.0,4638.0
Science City,Science City,4.0,311.0,2316.0,7000.0
Science City,Science City,3.0,181.0,1533.0,6500.0
Science City,Science City,4.0,277.0,2300.0,6200.0
Science City,Science City,4.0,200.0,2000.0,6594.0
Science City,Science City,3.0,127.0,1188.0,5880.0
Science City,Science City,3.0,220.0,242.0,10101.0
Science City,Science City,3.0,181.0,2788.0,6500.0
Science City,Science City,4.0,263.0,3770.0,7000.0
Science City,Science City,4.0,304.0,2886.0,5800.0
Science City,Science City,3.0,182.0,1632.0,6700.0
Science City,Science City,4.0,290.0,2029.0,6433.0
Science City,Science City,3.0,175.0,2610.0,6705.0
Science City,Science City,4.0,198.0,3825.0,5202.0
Science City,Science City,3.0,270.0,2628.0,10274.0
Science City,Science City,4.0,390.0,2104.0,10196.0
Science City,Science City,2.0,69.0,765.0,4978.0
Science City,Science City,3.0,88.0,1228.0,5014.0
Science City,Science City,4.0,299.0,2395.0,6887.0
Science City,Science City,2.0,50.0,1035.0,4831.0
Science City,Science City,4.0,325.0,387.0,9331.0
Science City,Science City,2.0,88.0,780.0,6984.0
Science City,Science City,4.0,210.0,1900.0,6988.0
Science City,Science City,4.0,231.0,1604.0,6500.0
Science City,Science City,3.0,165.0,1450.0,9167.0
Science City,Science City,4.0,311.0,2450.0,7000.0
Science City,Science City,3.0,147.0,1100.0,6806.0
Science City,Science City,3.0,148.0,2160.0,6852.0
Science City,Science City,3.0,200.0,1307.0,9183.0
Science City,Science City,4.0,295.0,265.0,7587.0
Science City,Science City,3.0,184.0,1533.0,6600.0
Science City,Science City,3.0,158.0,2718.0,5813.0
Science City,Science City,4.0,225.0,3100.0,7258.0
Science City,Science City,3.0,157.0,1443.0,6000.0
Science City,Science City,4.0,202.0,210.0,5300.0
Science City,Science City,2.0,110.0,673.0,8987.0
Science City,Science City,4.0,291.0,2448.0,6335.0
Science City,Science City,2.0,50.0,600.0,4831.0
Science City,Science City,4.0,450.0,3843.0,11710.0
Science City,Science City,3.0,105.0,980.0,5833.0
Science City,Science City,3.0,190.0,275.0,7677.0
Science City,Science City,4.0,404.0,5160.0,7840.0
Science City,Science City,4.0,225.0,275.0,9091.0
Science City,Science City,3.0,120.0,1800.0,6000.0
Science City,Science City,3.0,200.0,242.0,9183.0
Science City,Science City,3.0,145.0,1152.0,7257.0
Science City,Science City,3.0,105.0,1200.0,5250.0
Science City,Science City,3.0,135.0,272.0,5515.0
Science City,Science City,3.0,107.0,2142.0,5000.0
Science City,Science City,3.0,175.0,1500.0,6863.0
Science City,Science City,3.0,88.0,1000.0,5014.0
Science City,Science City,3.0,135.0,2475.0,5455.0
Science City,Science City,3.0,135.0,2475.0,5455.0
Science City,Science City,3.0,116.0,275.0,4722.0
Science City,Science City,3.0,140.0,242.0,6428.0
Science City,Science City,3.0,135.0,238.0,6303.0
Science City,Science City,3.0,131.0,272.0,5351.0
Science City,Science City,3.0,215.0,238.0,10037.0
Science City,Science City,3.0,210.0,2178.0,13548.0
Science City,Science City,4.0,313.0,2603.0,7215.0
Science City,Science City,4.0,390.0,2295.0,10196.0
Science City,Science City,3.0,156.0,1471.0,5850.0
Science City,Science City,3.0,78.4,1100.0,5213.0
Science City,Science City,3.0,82.0,1650.0,4970.0
Science City,Science City,3.0,75.0,1485.0,5051.0
Science City,Science City,3.0,140.0,1291.0,7588.0
Science City,Science City,3.0,126.0,2300.0,5500.0
Science City,Science City,1.0,33.0,720.0,4583.0
Science City,Science City,2.0,84.0,913.0,6437.0
Science City,Science City,3.0,95.0,1800.0,5278.0
Science City,Science City,3.0,105.0,1260.0,5833.0
Science City,Science City,3.0,110.0,1495.0,7358.0
Science City,Science City,4.0,191.0,1146.0,11667.0
Science City,Science City,3.0,120.0,242.0,5510.0
Science City,Science City,3.0,105.0,908.0,6705.0
Science City,Science City,4.0,245.0,2491.0,6500.0
Science City,Science City,3.0,181.0,1400.0,6500.0
Science City,Science City,1.0,35.5,720.0,4928.0
Science City,Science City,4.0,277.0,242.0,7000.0
Science City,Science City,5.0,194.0,212.0,5600.0
Science City,Science City,3.0,175.0,1606.0,6000.0
Science City,Science City,4.0,297.0,290.0,6667.0
Science City,Science City,3.0,181.0,1499.0,6667.0
Science City,Science City,3.0,183.0,1609.0,6260.0
Science City,Science City,1.0,32.0,720.0,4444.0
Science City,Science City,4.0,245.0,2073.0,6500.0
Science City,Science City,2.0,54.0,569.0,5217.0
Science City,Science City,4.0,245.0,3770.0,6500.0
Science City,Science City,3.0,195.0,1400.0,7000.0
Science City,Science City,2.0,70.0,720.0,5051.0
Science City,Science City,4.0,245.0,2491.0,6500.0
Science City,Science City,3.0,181.0,1400.0,6500.0
Science City,Science City,1.0,35.5,720.0,4928.0
Science City,Science City,4.0,277.0,242.0,7000.0
Science City,Science City,5.0,194.0,212.0,5600.0
Science City,Science City,3.0,175.0,1606.0,6000.0
Science City,Science City,4.0,297.0,290.0,6667.0
Science City,Science City,3.0,181.0,1499.0,6667.0
Science City,Science City,3.0,183.0,1609.0,6260.0
Science City,Science City,1.0,32.0,720.0,4444.0
Science City,Science City,4.0,245.0,2073.0,6500.0
Science City,Science City,2.0,54.0,569.0,5217.0
Science City,Science City,4.0,245.0,3770.0,6500.0
Science City,Science City,3.0,195.0,1400.0,7000.0
Science City,Science City,2.0,70.0,720.0,5051.0
Science City,Science City,3.0,181.0,1400.0,6500.0
Science City,Science City,4.0,232.0,2376.0,5370.0
Science City,Science City,4.0,279.0,5380.0,5202.0
Science City,Science City,4.0,360.0,3825.0,9412.0
Science City,Science City,4.0,390.0,2104.0,10196.0
Science City,Science City,3.0,88.0,1068.0,5014.0
Science City,Science City,4.0,210.0,1950.0,6988.0
Science City,Science City,4.0,267.0,2008.0,6000.0
Science City,Science City,3.0,130.0,1085.0,7186.0
